group,permission,description,role,roleLabel,tagged,api,align,enforcement,notes
Financials,financials.view_profit,View profit margins & P&L,QC,Senior QC Engineer,NO,FAIL,MATCH,ROLE,P&L/cashflow requireRole
Financials,financials.view_profit,View profit margins & P&L,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,ROLE,P&L/cashflow requireRole
Financials,financials.view_profit,View profit margins & P&L,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,ROLE,P&L/cashflow requireRole
Financials,financials.view_profit,View profit margins & P&L,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,ROLE,P&L/cashflow requireRole
Financials,financials.view_profit,View profit margins & P&L,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,ROLE,P&L/cashflow requireRole
Financials,financials.view_profit,View profit margins & P&L,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,ROLE,P&L/cashflow requireRole
Financials,financials.view_profit,View profit margins & P&L,ACCOUNTANT,Accountant,YES,PASS,MATCH,ROLE,P&L/cashflow requireRole
Financials,financials.view_profit,View profit margins & P&L,INVENTORY_MANAGER,Inventory Manager,YES,PASS,MATCH,ROLE,P&L/cashflow requireRole
Financials,financials.view_budget,View project budgets & budget utilization,OWNER,Owner / MD,YES,FIELD,N/A,FIELD,Mostly UI / summary fields
Financials,financials.view_budget,View project budgets & budget utilization,PM,Project Manager,YES,FIELD,N/A,FIELD,Mostly UI / summary fields
Financials,financials.view_budget,View project budgets & budget utilization,DPM,Deputy Project Manager,YES,FIELD,N/A,FIELD,Mostly UI / summary fields
Financials,financials.view_budget,View project budgets & budget utilization,QC,Senior QC Engineer,NO,FIELD,N/A,FIELD,Mostly UI / summary fields
Financials,financials.view_budget,View project budgets & budget utilization,MECHANICAL_MANAGER,Mechanical Manager,NO,FIELD,N/A,FIELD,Mostly UI / summary fields
Financials,financials.view_budget,View project budgets & budget utilization,STORE_INCHARGE,Store Incharge,NO,FIELD,N/A,FIELD,Mostly UI / summary fields
Financials,financials.view_budget,View project budgets & budget utilization,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FIELD,N/A,FIELD,Mostly UI / summary fields
Financials,financials.view_budget,View project budgets & budget utilization,SITE_SUPERVISOR,Site Supervisor,NO,FIELD,N/A,FIELD,Mostly UI / summary fields
Financials,financials.view_budget,View project budgets & budget utilization,SUPERVISOR,Site Supervisor (legacy),NO,FIELD,N/A,FIELD,Mostly UI / summary fields
Financials,financials.view_budget,View project budgets & budget utilization,ACCOUNTANT,Accountant,YES,FIELD,N/A,FIELD,Mostly UI / summary fields
Financials,financials.view_budget,View project budgets & budget utilization,INVENTORY_MANAGER,Inventory Manager,NO,FIELD,N/A,FIELD,Mostly UI / summary fields
Change Orders,change_order.view,View change orders / variations,OWNER,Owner / MD,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Change Orders,change_order.view,View change orders / variations,PM,Project Manager,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Change Orders,change_order.view,View change orders / variations,DPM,Deputy Project Manager,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Change Orders,change_order.view,View change orders / variations,QC,Senior QC Engineer,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Change Orders,change_order.view,View change orders / variations,MECHANICAL_MANAGER,Mechanical Manager,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Change Orders,change_order.view,View change orders / variations,STORE_INCHARGE,Store Incharge,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Change Orders,change_order.view,View change orders / variations,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Change Orders,change_order.view,View change orders / variations,SITE_SUPERVISOR,Site Supervisor,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Change Orders,change_order.view,View change orders / variations,SUPERVISOR,Site Supervisor (legacy),NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Change Orders,change_order.view,View change orders / variations,ACCOUNTANT,Accountant,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Change Orders,change_order.view,View change orders / variations,INVENTORY_MANAGER,Inventory Manager,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Change Orders,change_order.create,Create change orders,OWNER,Owner / MD,YES,PASS,MATCH,ROLE,requireRole(OWNER|PM)
Change Orders,change_order.create,Create change orders,PM,Project Manager,YES,PASS,MATCH,ROLE,requireRole(OWNER|PM)
Change Orders,change_order.create,Create change orders,DPM,Deputy Project Manager,YES,FAIL,UNDER,ROLE,requireRole(OWNER|PM)
Change Orders,change_order.create,Create change orders,QC,Senior QC Engineer,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM)
Change Orders,change_order.create,Create change orders,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM)
Change Orders,change_order.create,Create change orders,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM)
Change Orders,change_order.create,Create change orders,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM)
Change Orders,change_order.create,Create change orders,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM)
Change Orders,change_order.create,Create change orders,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM)
Change Orders,change_order.create,Create change orders,ACCOUNTANT,Accountant,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM)
Change Orders,change_order.create,Create change orders,INVENTORY_MANAGER,Inventory Manager,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM)
Change Orders,change_order.approve,Approve / reject change orders,OWNER,Owner / MD,YES,PASS,MATCH,ROLE,requireRole(OWNER)
Change Orders,change_order.approve,Approve / reject change orders,PM,Project Manager,NO,FAIL,MATCH,ROLE,requireRole(OWNER)
Change Orders,change_order.approve,Approve / reject change orders,DPM,Deputy Project Manager,NO,FAIL,MATCH,ROLE,requireRole(OWNER)
Change Orders,change_order.approve,Approve / reject change orders,QC,Senior QC Engineer,NO,FAIL,MATCH,ROLE,requireRole(OWNER)
Change Orders,change_order.approve,Approve / reject change orders,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,ROLE,requireRole(OWNER)
Change Orders,change_order.approve,Approve / reject change orders,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,ROLE,requireRole(OWNER)
Change Orders,change_order.approve,Approve / reject change orders,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,ROLE,requireRole(OWNER)
Change Orders,change_order.approve,Approve / reject change orders,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,ROLE,requireRole(OWNER)
Change Orders,change_order.approve,Approve / reject change orders,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,ROLE,requireRole(OWNER)
Change Orders,change_order.approve,Approve / reject change orders,ACCOUNTANT,Accountant,NO,FAIL,MATCH,ROLE,requireRole(OWNER)
Change Orders,change_order.approve,Approve / reject change orders,INVENTORY_MANAGER,Inventory Manager,NO,FAIL,MATCH,ROLE,requireRole(OWNER)
Site Petty Cash,petty_cash.view,View site petty cash & expense vouchers,OWNER,Owner / MD,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Site Petty Cash,petty_cash.view,View site petty cash & expense vouchers,PM,Project Manager,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Site Petty Cash,petty_cash.view,View site petty cash & expense vouchers,DPM,Deputy Project Manager,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Site Petty Cash,petty_cash.view,View site petty cash & expense vouchers,QC,Senior QC Engineer,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Site Petty Cash,petty_cash.view,View site petty cash & expense vouchers,MECHANICAL_MANAGER,Mechanical Manager,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Site Petty Cash,petty_cash.view,View site petty cash & expense vouchers,STORE_INCHARGE,Store Incharge,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Site Petty Cash,petty_cash.view,View site petty cash & expense vouchers,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Site Petty Cash,petty_cash.view,View site petty cash & expense vouchers,SITE_SUPERVISOR,Site Supervisor,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Site Petty Cash,petty_cash.view,View site petty cash & expense vouchers,SUPERVISOR,Site Supervisor (legacy),YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Site Petty Cash,petty_cash.view,View site petty cash & expense vouchers,ACCOUNTANT,Accountant,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Site Petty Cash,petty_cash.view,View site petty cash & expense vouchers,INVENTORY_MANAGER,Inventory Manager,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Site Petty Cash,petty_cash.create,Log site petty cash expenses & snap receipts,OWNER,Owner / MD,YES,PASS,MATCH,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|ACCOUNTANT)
Site Petty Cash,petty_cash.create,Log site petty cash expenses & snap receipts,PM,Project Manager,YES,PASS,MATCH,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|ACCOUNTANT)
Site Petty Cash,petty_cash.create,Log site petty cash expenses & snap receipts,DPM,Deputy Project Manager,YES,FAIL,UNDER,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|ACCOUNTANT)
Site Petty Cash,petty_cash.create,Log site petty cash expenses & snap receipts,QC,Senior QC Engineer,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|ACCOUNTANT)
Site Petty Cash,petty_cash.create,Log site petty cash expenses & snap receipts,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|ACCOUNTANT)
Site Petty Cash,petty_cash.create,Log site petty cash expenses & snap receipts,STORE_INCHARGE,Store Incharge,YES,FAIL,UNDER,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|ACCOUNTANT)
Site Petty Cash,petty_cash.create,Log site petty cash expenses & snap receipts,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|ACCOUNTANT)
Site Petty Cash,petty_cash.create,Log site petty cash expenses & snap receipts,SITE_SUPERVISOR,Site Supervisor,YES,PASS,MATCH,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|ACCOUNTANT)
Site Petty Cash,petty_cash.create,Log site petty cash expenses & snap receipts,SUPERVISOR,Site Supervisor (legacy),YES,FAIL,UNDER,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|ACCOUNTANT)
Site Petty Cash,petty_cash.create,Log site petty cash expenses & snap receipts,ACCOUNTANT,Accountant,YES,PASS,MATCH,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|ACCOUNTANT)
Site Petty Cash,petty_cash.create,Log site petty cash expenses & snap receipts,INVENTORY_MANAGER,Inventory Manager,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|ACCOUNTANT)
Site Petty Cash,petty_cash.approve,Approve / reject petty cash expense vouchers,OWNER,Owner / MD,YES,UNGATED,N/A,UNGATED,No distinct approve route guard found in petty-cash.routes (mutations = create roles)
Site Petty Cash,petty_cash.approve,Approve / reject petty cash expense vouchers,PM,Project Manager,YES,UNGATED,N/A,UNGATED,No distinct approve route guard found in petty-cash.routes (mutations = create roles)
Site Petty Cash,petty_cash.approve,Approve / reject petty cash expense vouchers,DPM,Deputy Project Manager,NO,UNGATED,N/A,UNGATED,No distinct approve route guard found in petty-cash.routes (mutations = create roles)
Site Petty Cash,petty_cash.approve,Approve / reject petty cash expense vouchers,QC,Senior QC Engineer,NO,UNGATED,N/A,UNGATED,No distinct approve route guard found in petty-cash.routes (mutations = create roles)
Site Petty Cash,petty_cash.approve,Approve / reject petty cash expense vouchers,MECHANICAL_MANAGER,Mechanical Manager,NO,UNGATED,N/A,UNGATED,No distinct approve route guard found in petty-cash.routes (mutations = create roles)
Site Petty Cash,petty_cash.approve,Approve / reject petty cash expense vouchers,STORE_INCHARGE,Store Incharge,NO,UNGATED,N/A,UNGATED,No distinct approve route guard found in petty-cash.routes (mutations = create roles)
Site Petty Cash,petty_cash.approve,Approve / reject petty cash expense vouchers,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,UNGATED,N/A,UNGATED,No distinct approve route guard found in petty-cash.routes (mutations = create roles)
Site Petty Cash,petty_cash.approve,Approve / reject petty cash expense vouchers,SITE_SUPERVISOR,Site Supervisor,NO,UNGATED,N/A,UNGATED,No distinct approve route guard found in petty-cash.routes (mutations = create roles)
Site Petty Cash,petty_cash.approve,Approve / reject petty cash expense vouchers,SUPERVISOR,Site Supervisor (legacy),NO,UNGATED,N/A,UNGATED,No distinct approve route guard found in petty-cash.routes (mutations = create roles)
Site Petty Cash,petty_cash.approve,Approve / reject petty cash expense vouchers,ACCOUNTANT,Accountant,YES,UNGATED,N/A,UNGATED,No distinct approve route guard found in petty-cash.routes (mutations = create roles)
Site Petty Cash,petty_cash.approve,Approve / reject petty cash expense vouchers,INVENTORY_MANAGER,Inventory Manager,NO,UNGATED,N/A,UNGATED,No distinct approve route guard found in petty-cash.routes (mutations = create roles)
Drawings & Blueprints,drawing.view,View blueprints & architectural / structural drawings,OWNER,Owner / MD,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Drawings & Blueprints,drawing.view,View blueprints & architectural / structural drawings,PM,Project Manager,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Drawings & Blueprints,drawing.view,View blueprints & architectural / structural drawings,DPM,Deputy Project Manager,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Drawings & Blueprints,drawing.view,View blueprints & architectural / structural drawings,QC,Senior QC Engineer,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Drawings & Blueprints,drawing.view,View blueprints & architectural / structural drawings,MECHANICAL_MANAGER,Mechanical Manager,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Drawings & Blueprints,drawing.view,View blueprints & architectural / structural drawings,STORE_INCHARGE,Store Incharge,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Drawings & Blueprints,drawing.view,View blueprints & architectural / structural drawings,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Drawings & Blueprints,drawing.view,View blueprints & architectural / structural drawings,SITE_SUPERVISOR,Site Supervisor,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Drawings & Blueprints,drawing.view,View blueprints & architectural / structural drawings,SUPERVISOR,Site Supervisor (legacy),YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Drawings & Blueprints,drawing.view,View blueprints & architectural / structural drawings,ACCOUNTANT,Accountant,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Drawings & Blueprints,drawing.view,View blueprints & architectural / structural drawings,INVENTORY_MANAGER,Inventory Manager,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Drawings & Blueprints,drawing.upload,Upload project drawings & new revisions,OWNER,Owner / MD,YES,PASS,MATCH,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|DPM)
Drawings & Blueprints,drawing.upload,Upload project drawings & new revisions,PM,Project Manager,YES,PASS,MATCH,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|DPM)
Drawings & Blueprints,drawing.upload,Upload project drawings & new revisions,DPM,Deputy Project Manager,YES,PASS,MATCH,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|DPM)
Drawings & Blueprints,drawing.upload,Upload project drawings & new revisions,QC,Senior QC Engineer,YES,FAIL,UNDER,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|DPM)
Drawings & Blueprints,drawing.upload,Upload project drawings & new revisions,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|DPM)
Drawings & Blueprints,drawing.upload,Upload project drawings & new revisions,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|DPM)
Drawings & Blueprints,drawing.upload,Upload project drawings & new revisions,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|DPM)
Drawings & Blueprints,drawing.upload,Upload project drawings & new revisions,SITE_SUPERVISOR,Site Supervisor,NO,PASS,OVER,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|DPM)
Drawings & Blueprints,drawing.upload,Upload project drawings & new revisions,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|DPM)
Drawings & Blueprints,drawing.upload,Upload project drawings & new revisions,ACCOUNTANT,Accountant,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|DPM)
Drawings & Blueprints,drawing.upload,Upload project drawings & new revisions,INVENTORY_MANAGER,Inventory Manager,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM|SITE_SUPERVISOR|DPM)
Drawings & Blueprints,drawing.manage,Manage drawing status & approval revisions,OWNER,Owner / MD,YES,PASS,MATCH,ROLE,Same MUT as upload
Drawings & Blueprints,drawing.manage,Manage drawing status & approval revisions,PM,Project Manager,YES,PASS,MATCH,ROLE,Same MUT as upload
Drawings & Blueprints,drawing.manage,Manage drawing status & approval revisions,DPM,Deputy Project Manager,NO,PASS,OVER,ROLE,Same MUT as upload
Drawings & Blueprints,drawing.manage,Manage drawing status & approval revisions,QC,Senior QC Engineer,YES,FAIL,UNDER,ROLE,Same MUT as upload
Drawings & Blueprints,drawing.manage,Manage drawing status & approval revisions,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,ROLE,Same MUT as upload
Drawings & Blueprints,drawing.manage,Manage drawing status & approval revisions,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,ROLE,Same MUT as upload
Drawings & Blueprints,drawing.manage,Manage drawing status & approval revisions,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,ROLE,Same MUT as upload
Drawings & Blueprints,drawing.manage,Manage drawing status & approval revisions,SITE_SUPERVISOR,Site Supervisor,NO,PASS,OVER,ROLE,Same MUT as upload
Drawings & Blueprints,drawing.manage,Manage drawing status & approval revisions,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,ROLE,Same MUT as upload
Drawings & Blueprints,drawing.manage,Manage drawing status & approval revisions,ACCOUNTANT,Accountant,NO,FAIL,MATCH,ROLE,Same MUT as upload
Drawings & Blueprints,drawing.manage,Manage drawing status & approval revisions,INVENTORY_MANAGER,Inventory Manager,NO,FAIL,MATCH,ROLE,Same MUT as upload
Snag List & Quality NCRs,snag.view,View snag list & defect items,OWNER,Owner / MD,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Snag List & Quality NCRs,snag.view,View snag list & defect items,PM,Project Manager,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Snag List & Quality NCRs,snag.view,View snag list & defect items,DPM,Deputy Project Manager,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Snag List & Quality NCRs,snag.view,View snag list & defect items,QC,Senior QC Engineer,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Snag List & Quality NCRs,snag.view,View snag list & defect items,MECHANICAL_MANAGER,Mechanical Manager,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Snag List & Quality NCRs,snag.view,View snag list & defect items,STORE_INCHARGE,Store Incharge,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Snag List & Quality NCRs,snag.view,View snag list & defect items,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Snag List & Quality NCRs,snag.view,View snag list & defect items,SITE_SUPERVISOR,Site Supervisor,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Snag List & Quality NCRs,snag.view,View snag list & defect items,SUPERVISOR,Site Supervisor (legacy),YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Snag List & Quality NCRs,snag.view,View snag list & defect items,ACCOUNTANT,Accountant,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Snag List & Quality NCRs,snag.view,View snag list & defect items,INVENTORY_MANAGER,Inventory Manager,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Snag List & Quality NCRs,snag.create,Log new site snags & defect evidence photos,OWNER,Owner / MD,YES,PASS,MATCH,ROLE,punch-list MUT
Snag List & Quality NCRs,snag.create,Log new site snags & defect evidence photos,PM,Project Manager,YES,PASS,MATCH,ROLE,punch-list MUT
Snag List & Quality NCRs,snag.create,Log new site snags & defect evidence photos,DPM,Deputy Project Manager,YES,FAIL,UNDER,ROLE,punch-list MUT
Snag List & Quality NCRs,snag.create,Log new site snags & defect evidence photos,QC,Senior QC Engineer,YES,PASS,MATCH,ROLE,punch-list MUT
Snag List & Quality NCRs,snag.create,Log new site snags & defect evidence photos,MECHANICAL_MANAGER,Mechanical Manager,YES,FAIL,UNDER,ROLE,punch-list MUT
Snag List & Quality NCRs,snag.create,Log new site snags & defect evidence photos,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,ROLE,punch-list MUT
Snag List & Quality NCRs,snag.create,Log new site snags & defect evidence photos,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,ROLE,punch-list MUT
Snag List & Quality NCRs,snag.create,Log new site snags & defect evidence photos,SITE_SUPERVISOR,Site Supervisor,YES,PASS,MATCH,ROLE,punch-list MUT
Snag List & Quality NCRs,snag.create,Log new site snags & defect evidence photos,SUPERVISOR,Site Supervisor (legacy),YES,FAIL,UNDER,ROLE,punch-list MUT
Snag List & Quality NCRs,snag.create,Log new site snags & defect evidence photos,ACCOUNTANT,Accountant,NO,FAIL,MATCH,ROLE,punch-list MUT
Snag List & Quality NCRs,snag.create,Log new site snags & defect evidence photos,INVENTORY_MANAGER,Inventory Manager,NO,FAIL,MATCH,ROLE,punch-list MUT
Snag List & Quality NCRs,snag.rectify,"Rectify, update status & sign-off snags / NCRs",OWNER,Owner / MD,YES,PASS,MATCH,ROLE,Same MUT group
Snag List & Quality NCRs,snag.rectify,"Rectify, update status & sign-off snags / NCRs",PM,Project Manager,YES,PASS,MATCH,ROLE,Same MUT group
Snag List & Quality NCRs,snag.rectify,"Rectify, update status & sign-off snags / NCRs",DPM,Deputy Project Manager,YES,FAIL,UNDER,ROLE,Same MUT group
Snag List & Quality NCRs,snag.rectify,"Rectify, update status & sign-off snags / NCRs",QC,Senior QC Engineer,YES,PASS,MATCH,ROLE,Same MUT group
Snag List & Quality NCRs,snag.rectify,"Rectify, update status & sign-off snags / NCRs",MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,ROLE,Same MUT group
Snag List & Quality NCRs,snag.rectify,"Rectify, update status & sign-off snags / NCRs",STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,ROLE,Same MUT group
Snag List & Quality NCRs,snag.rectify,"Rectify, update status & sign-off snags / NCRs",WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,ROLE,Same MUT group
Snag List & Quality NCRs,snag.rectify,"Rectify, update status & sign-off snags / NCRs",SITE_SUPERVISOR,Site Supervisor,NO,PASS,OVER,ROLE,Same MUT group
Snag List & Quality NCRs,snag.rectify,"Rectify, update status & sign-off snags / NCRs",SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,ROLE,Same MUT group
Snag List & Quality NCRs,snag.rectify,"Rectify, update status & sign-off snags / NCRs",ACCOUNTANT,Accountant,NO,FAIL,MATCH,ROLE,Same MUT group
Snag List & Quality NCRs,snag.rectify,"Rectify, update status & sign-off snags / NCRs",INVENTORY_MANAGER,Inventory Manager,NO,FAIL,MATCH,ROLE,Same MUT group
Labor Muster & Wages,labor.view,View site gang muster & wage settlement sheets,OWNER,Owner / MD,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Labor Muster & Wages,labor.view,View site gang muster & wage settlement sheets,PM,Project Manager,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Labor Muster & Wages,labor.view,View site gang muster & wage settlement sheets,DPM,Deputy Project Manager,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Labor Muster & Wages,labor.view,View site gang muster & wage settlement sheets,QC,Senior QC Engineer,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Labor Muster & Wages,labor.view,View site gang muster & wage settlement sheets,MECHANICAL_MANAGER,Mechanical Manager,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Labor Muster & Wages,labor.view,View site gang muster & wage settlement sheets,STORE_INCHARGE,Store Incharge,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Labor Muster & Wages,labor.view,View site gang muster & wage settlement sheets,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Labor Muster & Wages,labor.view,View site gang muster & wage settlement sheets,SITE_SUPERVISOR,Site Supervisor,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Labor Muster & Wages,labor.view,View site gang muster & wage settlement sheets,SUPERVISOR,Site Supervisor (legacy),YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Labor Muster & Wages,labor.view,View site gang muster & wage settlement sheets,ACCOUNTANT,Accountant,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Labor Muster & Wages,labor.view,View site gang muster & wage settlement sheets,INVENTORY_MANAGER,Inventory Manager,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Labor Muster & Wages,labor.muster_edit,Record morning gang muster & overtime hours,OWNER,Owner / MD,YES,UNGATED,N/A,UNGATED,labour.routes mostly cost-tracking OWNER/PM/ACCOUNTANT
Labor Muster & Wages,labor.muster_edit,Record morning gang muster & overtime hours,PM,Project Manager,YES,UNGATED,N/A,UNGATED,labour.routes mostly cost-tracking OWNER/PM/ACCOUNTANT
Labor Muster & Wages,labor.muster_edit,Record morning gang muster & overtime hours,DPM,Deputy Project Manager,YES,UNGATED,N/A,UNGATED,labour.routes mostly cost-tracking OWNER/PM/ACCOUNTANT
Labor Muster & Wages,labor.muster_edit,Record morning gang muster & overtime hours,QC,Senior QC Engineer,NO,UNGATED,N/A,UNGATED,labour.routes mostly cost-tracking OWNER/PM/ACCOUNTANT
Labor Muster & Wages,labor.muster_edit,Record morning gang muster & overtime hours,MECHANICAL_MANAGER,Mechanical Manager,NO,UNGATED,N/A,UNGATED,labour.routes mostly cost-tracking OWNER/PM/ACCOUNTANT
Labor Muster & Wages,labor.muster_edit,Record morning gang muster & overtime hours,STORE_INCHARGE,Store Incharge,NO,UNGATED,N/A,UNGATED,labour.routes mostly cost-tracking OWNER/PM/ACCOUNTANT
Labor Muster & Wages,labor.muster_edit,Record morning gang muster & overtime hours,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,UNGATED,N/A,UNGATED,labour.routes mostly cost-tracking OWNER/PM/ACCOUNTANT
Labor Muster & Wages,labor.muster_edit,Record morning gang muster & overtime hours,SITE_SUPERVISOR,Site Supervisor,YES,UNGATED,N/A,UNGATED,labour.routes mostly cost-tracking OWNER/PM/ACCOUNTANT
Labor Muster & Wages,labor.muster_edit,Record morning gang muster & overtime hours,SUPERVISOR,Site Supervisor (legacy),YES,UNGATED,N/A,UNGATED,labour.routes mostly cost-tracking OWNER/PM/ACCOUNTANT
